"Chr"	"WT.O1"	"WT.O2"	"MUT.O1"	"MUT.O2"	"WT.Term.Ratio"	"MUT.Term.Ratio"	"Corr.Coeff"	"Euclidean.Dist"	"FirstDer.Corr"	"FirstDer.Dist"	"SecDer.Corr"	"SecDer.Dist"
5	287901	316518	288463	316684	0.44246426949	0.13865561107	0.824663668948	164.627560188	0.888539689684	34.023258318	0.915746075823	0.695693776197
9	74226	106039	74101	106199	0.345770596926	0.214296840925	0.954584517963	87.8216845964	0.920822143172	40.130054084	0.900253794648	1.25009980428
14	250804	281244	251325	280736	0.299770039422	0.250654517017	0.973820945541	60.4199131286	0.98343407891	11.2527162734	0.944605215542	0.292565649655
3	166907	225035	166789	225090	0.349022846133	0.442508133079	0.973663959721	202.79222413	0.859160652926	90.0183095091	0.789833797919	3.29174460987
11	258336	302969	258444	302778	0.318419106939	0.327265755402	0.992856208849	82.4185567513	0.973131269005	20.9205839353	0.927384045213	0.536587025464
11	98470	153163	98786	153204	0.487576106632	0.524256679775	0.988800033419	182.624743272	0.963397434827	27.2346277615	0.887798081017	0.725654715461
4	461624	503388	461930	504397	0.77588353606	0.645607177338	0.924964561953	151.77216016	0.942526534595	18.1282712459	0.923257130668	0.34237744453
11	389324	418480	389331	417980	0.416758128687	0.445251143146	0.996617710475	106.047452909	0.973848961517	20.4781984295	0.933775831978	0.530341179063
7	117118	165233	118504	163760	0.130770030136	0.059704790525	0.802034206964	138.298622337	0.947933239025	17.4391323922	0.799593710144	0.462412852644
9	135204	175292	135255	174380	0.426062662143	0.633757188498	0.967323713448	205.867284642	0.905187877502	33.7634381854	0.835551663615	1.43899443222
7	572817	659246	572502	659665	0.624535746104	0.681309730046	0.976125875862	194.177082079	0.94818630009	27.136782347	0.886036945063	0.381149432692
4	1460776	1500803	1460499	1499540	0.880955355135	0.840270484875	0.964782238877	66.6442106073	0.92369105009	17.5017805058	0.788909932636	0.464505389408
10	442802	453551	443458	455664	0.935901014048	0.523349172538	0.882591786828	96.1173138229	0.980090870808	17.8491436708	0.942266476613	0.450826734772
7	389349	421184	389312	421367	0.426888644574	0.443581344564	0.994715295709	59.1091346656	0.980934221138	18.5416679585	0.925872914473	0.443275949185
8	359798	392010	359749	392694	0.443561405687	0.614251024435	0.906118258668	83.3051128928	0.87578107796	33.5006177084	0.846934844959	0.924572443723
13	505201	536133	506058	536260	0.123205741627	0.0449639096749	0.934948067482	50.2513518849	0.985371097418	14.9501232135	0.931656708704	0.331595770478
15	436558	463890	436737	464241	0.591138592126	0.462223676556	0.974430859219	150.615043465	0.97932960639	19.2388672846	0.920522871435	0.414229317162
14	691139	713456	691013	712055	0.519021373841	0.583832335329	0.993821345117	37.5274773621	0.990316094481	8.04245062694	0.967222166467	0.198572408091
16	210430	289406	210559	289208	0.221852208266	0.174471385523	0.985050812244	93.2532187684	0.971972286842	18.3850158891	0.908459497121	0.479394710978
4	436495	461624	436261	461930	0.478968522424	0.356227355955	0.98961004113	46.0705436025	0.974563858995	9.35908509622	0.930700521004	0.273246830854
7	485117	508280	485087	508109	0.581617234382	0.593084875337	0.99760397735	56.3968542013	0.987997182608	19.1486809516	0.899052853372	0.602434950709
1	42057	70645	40502	70679	0.203861760179	0.143000740078	0.781390329136	75.4532438607	0.876559794217	64.3476432867	0.809928888613	3.28762796208
