"Chr"	"WT.O1"	"WT.O2"	"MUT.O1"	"MUT.O2"	"WT.Term.Ratio"	"MUT.Term.Ratio"	"Corr.Coeff"	"Euclidean.Dist"	"FirstDer.Corr"	"FirstDer.Dist"	"SecDer.Corr"	"SecDer.Dist"
4	1460776	1500803	1460499	1499540	0.880955355135	0.840270484875	0.964782238877	66.6442106073	0.92369105009	17.5017805058	0.788909932636	0.464505389408
7	485117	508280	485087	508109	0.581617234382	0.593084875337	0.99760397735	56.3968542013	0.987997182608	19.1486809516	0.899052853372	0.602434950709
10	442802	453551	443458	455664	0.935901014048	0.523349172538	0.882591786828	96.1173138229	0.980090870808	17.8491436708	0.942266476613	0.450826734772
15	855313	873618	855105	873907	0.642993717564	0.661259440485	0.988843432541	21.0924392294	0.991096578314	8.09023362449	0.964145365022	0.29493179412
15	436558	463890	436737	464241	0.591138592126	0.462223676556	0.974430859219	150.615043465	0.97932960639	19.2388672846	0.920522871435	0.414229317162
11	213328	258336	213015	258444	0.506865446143	0.284377820335	0.981778472328	160.377461237	0.953646527176	27.2730309881	0.843204105206	0.784123242456
11	153163	197290	153204	196547	0.599836834591	0.50654084858	0.949935786557	187.639911532	0.951832483061	26.4395082239	0.881884260091	0.672829912796
3	109344	132215	109549	132560	0.696908749071	0.70227282604	0.961644817501	90.2925782416	0.860168050768	54.939185854	0.746576900176	2.41677823324
15	489456	566602	488464	565943	0.536586472403	0.485996205423	0.957713827435	220.840002013	0.922379683884	26.0419330469	0.915799992268	0.407457374986
9	106039	135204	106199	135255	0.80881193211	0.76252753304	0.990227627248	103.408675177	0.956250142726	25.8176952576	0.849232336365	1.05637109155
9	214941	247232	214881	247165	0.758787278189	0.954466608846	0.927820917926	152.335922388	0.812115095619	53.5519221218	0.79321157173	1.16225449182
11	418480	447620	417980	447552	0.129890185312	0.176991748952	0.965086756338	58.4219382687	0.961442347708	25.2091949705	0.910290185339	0.674219074469
13	687643	759960	687166	759145	0.484256813751	0.542616596507	0.985278554811	182.406783726	0.956194821337	21.7534409694	0.898332803222	0.390981903579
14	691139	713456	691013	712055	0.519021373841	0.583832335329	0.993821345117	37.5274773621	0.990316094481	8.04245062694	0.967222166467	0.198572408091
16	634164	685174	634445	684714	0.54799059008	0.552885476138	0.993154683866	149.672959932	0.975189191328	20.6894774434	0.937420770442	0.422258651155
16	418356	454801	418772	455758	0.722046920016	0.527523927973	0.921713757724	233.031250563	0.929318184347	25.3876716564	0.908942218981	0.490121795759
14	412474	449239	412360	449540	0.522018223854	0.791877353416	0.929007796641	182.563422327	0.924855018025	27.7263479779	0.89246791162	0.562092484778
15	658455	680022	658609	680795	0.631056707006	0.234021454972	0.866570778632	72.6327943477	0.927809267308	8.01949189587	0.967062236812	0.141991374944
14	321640	412474	321296	412360	0.716438778431	0.627877097426	0.953801109426	228.173865457	0.949824655129	30.9194924881	0.900031689291	0.631305269484
4	1018140	1056365	1019818	1056468	0.711288423806	0.561473396999	0.905770760726	232.367394662	0.941342836315	18.4001573753	0.843955139172	0.349189405796
14	195488	250804	195140	251325	0.444102972015	0.400195781792	0.972096150296	98.4976616138	0.913514976431	24.4637422608	0.88971810709	0.474141945248
7	117118	165233	118504	163760	0.130770030136	0.059704790525	0.802034206964	138.298622337	0.947933239025	17.4391323922	0.799593710144	0.462412852644
5	353774	407130	353789	406782	0.59481595322	0.598362047818	0.992628895887	200.458770902	0.939084702076	39.5234637533	0.900509356858	0.919103686848
4	436495	461624	436261	461930	0.478968522424	0.356227355955	0.98961004113	46.0705436025	0.974563858995	9.35908509622	0.930700521004	0.273246830854
